title,link,publication_year,mentions_bh,mentions_bonferroni,mentions_by
A targeted long-read sequencing approach questions the association of OXTR methylation with high-functioning autism,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01616-4,2023,False,False,False
DNA methylation profiles reveal sex-specific associations between gestational exposure to ambient air pollution and placenta cell-type composition in the PRISM cohort study,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01601-x,2023,False,False,False
Epigenetics of the far northern Yakutian population,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01600-y,2023,False,False,False
Methylation analysis by targeted bisulfite sequencing in large for gestational age (LGA) newborns: the LARGAN cohort,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01612-8,2023,False,False,False
Histone demethylase KDM4B accelerates the progression of glioblastoma via the epigenetic regulation of MYC stability,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01608-4,2023,False,False,False
CRISPR/dCAS9-mediated DNA demethylation screen identifies functional epigenetic determinants of colorectal cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01546-1,2023,False,False,False
The inactive X chromosome accumulates widespread epigenetic variability with age,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01549-y,2023,False,True,False
Fathers’ preconception smoking and offspring DNA methylation,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01540-7,2023,False,False,False
Objective and subjective measures of sleep initiation are differentially associated with DNA methylation in adolescents,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01553-2,2023,False,False,False
Altered H3K4me3 profile at the ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01556-z,2023,False,False,False
Differential effect of histone H3.3 depletion on retroviral repression in embryonic stem cells,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01499-5,2023,False,True,False
Capturing sex-specific and hypofertility-linked effects of assisted reproductive technologies on the cord blood DNA methylome,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01497-7,2023,False,True,False
Genome-wide DNA methylation profiling of HPV-negative leukoplakia and gingivobuccal complex cancers,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01510-z,2023,True,False,False
Histone lysine methyltransferase SMYD3 promotes oral squamous cell carcinoma tumorigenesis via H3K4me3-mediated HMGA2 transcription,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01506-9,2023,False,False,False
Epigenomic profiling of isolated blood cell types reveals highly specific B cell smoking signatures and links to disease risk,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01507-8,2023,False,True,False
Combined inhibition of histone deacetylase and cytidine deaminase improves epigenetic potency of decitabine in colorectal adenocarcinomas,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01500-1,2023,False,False,False
Epigenetic age acceleration mediates the association between smoking and diabetes-related outcomes,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01512-x,2023,False,False,False
DNA methylation alterations at RE1-silencing transcription factor binding sites and their flanking regions in cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01514-9,2023,False,False,False
DNA methylation as a potential mediator of the association between indoor air pollution and neurodevelopmental delay in a South African birth cohort,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01444-6,2023,True,True,False
Epigenome-wide association study in Chinese monozygotic twins identifies DNA methylation loci associated with blood pressure,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01457-1,2023,False,False,False
DNA methylation abnormalities induced by advanced maternal age in villi prime a high-risk state for spontaneous abortion,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01432-w,2023,False,False,False
Bariatric surgery-induced weight loss and associated genome-wide DNA-methylation alterations in obese individuals,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01401-9,2022,False,True,False
A variability in response of osteoclasts to zoledronic acid is mediated by smoking-associated modification in the DNA methylome,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01449-1,2023,False,False,False
DNA methylation patterns associated with konzo in Sub-Saharan Africa,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01372-x,2022,False,False,False
DNA methylation patterns at birth predict health outcomes in young adults born very low birthweight,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01463-3,2023,True,False,False
Altered DNA methylation in estrogen-responsive repetitive sequences of spermatozoa of infertile men with shortened anogenital distance,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01409-1,2022,False,True,False
Genome-wide distribution of histone trimethylation reveals a global impact of bisphenol A on telomeric binding proteins and histone acetyltransferase factors: a pilot study with human and in vitro data,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01408-2,2022,False,False,False
Mediation effects of DNA methylation and hydroxymethylation on birth outcomes after prenatal per- and polyfluoroalkyl substances (PFAS) exposure in the Michigan mother–infant Pairs cohort,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-023-01461-5,2023,True,False,False
Transient Polycomb activity represses developmental genes in growing oocytes,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01400-w,2022,False,False,False
DNA methylation signatures on vascular differentiation genes are aberrant in vessels of human cerebral arteriovenous malformation nidus,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01346-z,2022,False,False,False
Cri du chat syndrome patients have DNA methylation changes in genes linked to symptoms of the disease,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01350-3,2022,False,False,False
Circulating cell-free DNA methylation mirrors alterations in cerebral patterns in epilepsy,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01416-2,2022,False,True,False
Characterisation of ethnic differences in DNA methylation between UK-resident South Asians and Europeans,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01351-2,2022,False,False,False
Association of H3K9me3 with breast cancer prognosis by estrogen receptor status,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01363-y,2022,False,False,False
Temporal associations between leukocytes DNA methylation and blood lipids: a longitudinal study,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01356-x,2022,False,False,False
Genome-wide DNA methylation analysis of extreme phenotypes in the identification of novel epigenetic modifications in diabetic retinopathy,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01354-z,2022,False,False,False
A correlation map of genome-wide DNA methylation patterns between paired human brain and buccal samples,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01357-w,2022,False,True,False
Differentially hypomethylated cell-free DNA and coronary collateral circulation,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01349-w,2022,False,False,False
Genome-wide screening for differentially methylated long noncoding RNAs identifies LIFR-AS1 as an epigenetically regulated lncRNA that inhibits the progression of colorectal cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01361-0,2022,False,False,False
Targeted genetic and epigenetic profiling of esophageal adenocarcinomas and non-dysplastic Barrett’s esophagus,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01287-7,2022,False,False,False
"Maternal epigenetic clocks measured during pregnancy do not predict gestational age at delivery or offspring birth outcomes: a replication study in metropolitan Cebu, Philippines",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01296-6,2022,False,True,False
Aberrant DNA hydroxymethylation reshapes transcription factor binding in myeloid neoplasms,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01297-5,2022,False,False,False
Longitudinal associations of DNA methylation and sleep in children: a meta-analysis,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01298-4,2022,True,True,False
An epigenome-wide association study of insulin resistance in African Americans,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01309-4,2022,False,True,False
Maternal–fetal stress and DNA methylation signatures in neonatal saliva: an epigenome-wide association study,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01310-x,2022,False,True,False
Shifts in the immunoepigenomic landscape of monocytes in response to a diabetes-specific social support intervention: a pilot study among Native Hawaiian adults with diabetes,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01307-6,2022,False,False,False
Effect of menopausal hormone therapy on methylation levels in early and late postmenopausal women,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01311-w,2022,False,True,False
A core of differentially methylated CpG loci in gMDSCs isolated from neonatal and adult sources,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01247-1,2022,False,False,False
"Increases in ambient air pollutants during pregnancy are linked to increases in methylation of IL4, IL10, and IFNγ",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01254-2,2022,False,False,False
Multi-omic alterations of the SWI/SNF complex define a clinical subgroup in lung adenocarcinoma,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-022-01261-3,2022,False,False,False
"Epigenome-wide association studies: current knowledge, strategies and recommendations",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01200-8,2021,False,True,False
The ENmix DNA methylation analysis pipeline for Illumina BeadChip and comparisons with seven other preprocessing pipelines,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01207-1,2021,False,False,False
Genome-wide methylation patterns in Marfan syndrome,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01204-4,2021,False,False,False
Genome-wide methylation and expression analyses reveal the epigenetic landscape of immune-related diseases for tobacco smoking,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01208-0,2021,False,False,False
Longitudinal DNA methylation dynamics as a practical indicator in clinical epigenetics,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01202-6,2021,False,False,False
Accurate prediction of acute pancreatitis severity based on genome-wide cell free DNA methylation profiles,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01217-z,2021,False,False,False
Methylation-derived inflammatory measures and lung cancer risk and survival,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01214-2,2021,False,True,False
DNA methylome profiling reveals epigenetic regulation of lipoprotein-associated phospholipase A,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01152-z,2021,False,False,False
Promoter methylation-mediated repression of ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01211-5,2021,False,False,False
Pre-implantation alcohol exposure induces lasting sex-specific DNA methylation programming errors in the developing forebrain,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01151-0,2021,False,False,False
Whole-genome methylation analysis of testicular germ cells from cryptozoospermic men points to recurrent and functionally relevant DNA methylation changes,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01144-z,2021,True,True,False
DNA methylation patterns at and beyond the histological margin of early-stage invasive lung adenocarcinoma radiologically manifested as pure ground-glass opacity,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01140-3,2021,False,False,False
Epigenetic age is associated with baseline and 3-year change in frailty in the Canadian Longitudinal Study on Aging,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01150-1,2021,False,False,False
Betamethasone administration during pregnancy is associated with placental epigenetic changes with implications for inflammation,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01153-y,2021,False,False,False
Identifying causal models between genetically regulated methylation patterns and gene expression in healthy colon tissue,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01148-9,2021,False,True,False
Longitudinal analysis of individual cfDNA methylome patterns in metastatic prostate cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01155-w,2021,False,False,False
Transcriptional epigenetic regulation of ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01149-8,2021,True,False,False
NEFM DNA methylation correlates with immune infiltration and survival in breast cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01096-4,2021,False,False,False
Clinical and epigenetic features of colorectal cancer patients with somatic ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01104-7,2021,False,False,False
Blood DNA methylation and COVID-19 outcomes,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01102-9,2021,False,False,False
Increased PARylation impacts the DNA methylation process in type 2 diabetes mellitus,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01099-1,2021,True,True,False
DNAm-based signatures of accelerated aging and mortality in blood are associated with low renal function,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01082-w,2021,False,True,True
Chromatin accessibility changes at intergenic regions are associated with ovarian cancer drug resistance,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01105-6,2021,False,False,False
Multi-omics integration identifies key upstream regulators of pathomechanisms in hypertrophic cardiomyopathy due to truncating ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01043-3,2021,False,False,False
Epigenome-wide association study of whole blood gene expression in Framingham Heart Study participants provides molecular insight into the potential role of CHRNA5 in cigarette smoking-related lung diseases,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01041-5,2021,False,True,False
Pre-adolescence DNA methylation is associated with BMI status change from pre- to post-adolescence,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01042-4,2021,False,False,False
Differential methylation EPIC analysis discloses cisplatin-resistance related hypermethylation and tumor-specific heterogeneity within matched primary and metastatic testicular germ cell tumor patient tissue samples,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01048-y,2021,False,False,False
Association of variably methylated tumour DNA regions with overall survival for invasive lobular breast cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00975-6,2021,False,False,False
Identification and validation of obesity-related gene ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01013-9,2021,False,False,False
Male obesity impacts DNA methylation reprogramming in sperm,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00997-0,2021,False,True,False
MethCORR infers gene expression from DNA methylation and allows molecular analysis of ten common cancer types using fresh-frozen and formalin-fixed paraffin-embedded tumor samples,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01000-0,2021,False,True,False
Hypoxia promotes the metastasis of pancreatic cancer through regulating NOX4/KDM5A-mediated histone methylation modification changes in a HIF1A-independent manner,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01016-6,2021,False,False,False
Profile of copper-associated DNA methylation and its association with incident acute coronary syndrome,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01004-w,2021,False,False,False
Loss of H3K27 methylation identifies poor outcomes in adult-onset acute leukemia,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01011-x,2021,False,False,False
Smoking-related changes in DNA methylation and gene expression are associated with cardio-metabolic traits,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00951-0,2020,False,True,False
Identification of fetal unmodified and 5-hydroxymethylated CG sites in maternal cell-free DNA for non-invasive prenatal testing,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00938-x,2020,False,False,False
Serious neonatal morbidities are associated with differences in DNA methylation among very preterm infants,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00942-1,2020,False,True,False
Time course of altered DNA methylation evoked by critical illness and by early administration of parenteral nutrition in the paediatric ICU,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00947-w,2020,False,False,False
"Genome-wide methylation analysis in Silver–Russell syndrome, Temple syndrome, and Prader–Willi syndrome",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00949-8,2020,False,False,False
Longitudinal analysis of healthy colon establishes aspirin as a suppressor of cancer-related epigenetic aging,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00956-9,2020,True,False,False
The ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00889-3,2020,False,True,False
Changes in DNA methylation profiles of myalgic encephalomyelitis/chronic fatigue syndrome patients reflect systemic dysfunctions,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00960-z,2020,False,False,False
Highly accurate skin-specific methylome analysis algorithm as a platform to screen and validate therapeutics for healthy aging,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00899-1,2020,False,True,False
H3K27ac acetylome signatures reveal the epigenomic reorganization in remodeled non-failing human hearts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00895-5,2020,False,True,False
Alternative methylation of intron motifs is associated with cancer-related gene expression in both canine mammary tumor and human breast cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00888-4,2020,False,False,False
Concentrations of persistent organic pollutants in maternal plasma and epigenome-wide placental DNA methylation,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00894-6,2020,True,False,False
Integrated epigenetic biomarkers in circulating cell-free DNA as a robust classifier for pancreatic cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00898-2,2020,False,False,False
Novel candidate genes for ECT response prediction—a pilot study analyzing the DNA methylome of depressed patients receiving electroconvulsive therapy,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00891-9,2020,False,False,False
Differential CpG DNA methylation in peripheral naïve CD4,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00837-1,2020,False,False,False
Epigenetic prediction of complex traits and mortality in a cohort of individuals with oropharyngeal cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00850-4,2020,False,True,False
The sperm epigenome does not display recurrent epimutations in patients with severely impaired spermatogenesis,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00854-0,2020,True,True,False
Epigenome-wide association study of seizures in childhood and adolescence,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-019-0793-z,2020,False,True,False
DNA methylation changes in Down syndrome derived neural iPSCs uncover co-dysregulation of ZNF and HOX3 families of transcription factors,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-019-0803-1,2020,False,True,False
DNA hypermethylation of ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-019-0806-y,2020,False,True,False
A DNA methylation signature to improve survival prediction of gastric cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0807-x,2020,False,False,False
"The effects of bariatric surgery on clinical profile, DNA methylation, and ageing in severely obese patients",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-019-0790-2,2020,False,True,False
Comprehensive analysis of PM20D1 QTL in Alzheimer’s disease,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0814-y,2020,False,True,False
H3K27me3 and EZH2 expression in melanoma: relevance for melanoma progression and response to immune checkpoint blockade,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0818-7,2020,False,True,False
"Epigenetic age acceleration of cervical squamous cell carcinoma converged to human papillomavirus 16/18 expression, immunoactivation, and favourable prognosis",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0822-y,2020,True,False,False
Methylation silencing of TGF-β receptor type II is involved in malignant transformation of esophageal squamous cell carcinoma,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0819-6,2020,True,False,True
Underestimated effect of intragenic HIV-1 DNA methylation on viral transcription in infected individuals,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00829-1,2020,False,False,False
Maternal diabetes and obesity influence the fetal epigenome in a largely Hispanic population,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0824-9,2020,True,False,False
Widespread loss of the silencing epigenetic mark H3K9me3 in astrocytes and neurons along with hippocampal-dependent cognitive impairment in C9orf72 BAC transgenic mice,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0816-9,2020,False,True,False
"Age-, tumor-, and metastatic tissue-associated DNA hypermethylation of a T-box brain 1 locus in human kidney tissue",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-0823-x,2020,True,True,False
 is associated with ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00832-6,2020,False,False,False
Ultrasensitive DNA hypermethylation detection using plasma for early detection of NSCLC: a study in Chinese patients with very small nodules,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00828-2,2020,False,False,False
"DNA methylation outlier burden, health, and ageing in Generation Scotland and the Lothian Birth Cohorts of 1921 and 1936",https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00838-0,2020,False,True,False
The association of DNA methylation with body mass index: distinguishing between predictors and biomarkers,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00841-5,2020,False,True,False
Alterations in the methylome of the stromal tumour microenvironment signal the presence and severity of prostate cancer,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00836-2,2020,True,True,False
Novel HDAC inhibitor MAKV-8 and imatinib synergistically kill chronic myeloid leukemia cells via inhibition of BCR-ABL/MYC-signaling: effect on imatinib resistance and stem cells,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00839-z,2020,False,False,False
CTCF loss mediates unique DNA hypermethylation landscapes in human cancers,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00869-7,2020,False,False,True
DNA methylation loci in placenta associated with birthweight and expression of genes relevant for early development and adult diseases,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00873-x,2020,True,False,False
Effect of short-term prescription opioids on DNA methylation of the ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00868-8,2020,False,False,False
The signature of HBV-related liver disease in peripheral blood mononuclear cell DNA methylation,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00847-z,2020,False,True,False
Harnessing peripheral DNA methylation differences in the Alzheimer’s Disease Neuroimaging Initiative (ADNI) to reveal novel biomarkers of disease,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00864-y,2020,False,False,False
Epigenetic silencing of ,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-020-00878-6,2020,False,False,False
